ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
34942,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.011,LOW
34960,Weight Captured Separately,1047.0,Invoiced Separately,,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",-9,0,0.051,LOW
34961,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.027,LOW
34965,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.041,LOW
34987,1745,1745.0,3977.24,3977.24,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),-142,0,0.01,LOW
34989,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.003,LOW
35031,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.006,LOW
35043,2452,2452.0,3691.22,3691.22,HETERO LABS LIMITED,HETERO LABS LIMITED,-11,0,0.031,LOW
35053,546,546.0,1340.23,1340.23,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.006,LOW
35054,2516,2516.0,3809.94,3809.94,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.012,LOW
35065,24,24.0,297,297.0,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.001,LOW
35067,1186,1186.0,24927.19,24927.19,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.494,MEDIUM
35082,"See ASN-4871 (ID#:14331)",1047.0,"See ASN-4871 (ID#:14331)",,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.003,LOW
35120,6010,6010.0,30132.32,30132.32,"Orgenics, Ltd","Orgenics, Ltd",1,1,0.606,MEDIUM
35123,1244,1244.0,20602.3,20602.3,"Orgenics, Ltd","Orgenics, Ltd",1,1,0.808,HIGH
35146,74,74.0,294.86,294.86,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.003,LOW
35231,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
35232,226,226.0,2911.16,2911.16,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.02,LOW
35250,38,38.0,1779.09,1779.09,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.003,LOW
35252,"See ASN-6355 (ID#:16828)",1047.0,"See ASN-6355 (ID#:16828)",,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.014,LOW
35258,Weight Captured Separately,1047.0,Invoiced Separately,,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
35267,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.008,LOW
35279,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.009,LOW
35298,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.003,LOW
35299,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.015,LOW
35300,1516,1516.0,11915.51,11915.51,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.009,LOW
35310,3755,3755.0,4514.06,4514.06,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.057,LOW
35323,102,102.0,1743.84,1743.84,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.004,LOW
35352,"See ASN-14125 (ID#:22658)",1047.0,"See ASN-14125 (ID#:22658)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.01,LOW
35372,"See ASN-28777 (ID#:22196)",1047.0,"See ASN-28777 (ID#:22196)",,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.006,LOW
35375,5887,5887.0,4232.71,4232.71,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.16,LOW
35444,209,209.0,2177.56,2177.56,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.022,LOW
35487,1022,1022.0,15120.61,15120.61,"Orgenics, Ltd","Orgenics, Ltd",19,1,0.287,LOW
35488,1241,1241.0,15994.73,15994.73,"Orgenics, Ltd","Orgenics, Ltd",-3,0,0.433,MEDIUM
35493,7133,7133.0,40583.63,40583.63,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.072,LOW
35519,4565,4565.0,6105.83,6105.83,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.493,MEDIUM
35539,10,10.0,900.53,900.53,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.024,LOW
35559,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
35566,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
35609,3862,3862.0,25512.84,25512.84,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,6,1,0.421,MEDIUM
35637,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
35640,252,252.0,8678.71,8678.71,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.021,LOW
35643,1805,1805.0,10743.33,10743.33,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD,0,0,0.009,LOW
35652,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
35660,925,925.0,16740.97,16740.97,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.114,LOW
35678,47,47.0,4449.1,4449.1,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.004,LOW
35699,9268,9268.0,77756.12,77756.12,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.007,LOW
35700,76,76.0,916.22,916.22,CIPLA LIMITED,CIPLA LIMITED,0,0,0.002,LOW
35717,69,69.0,802.85,802.85,SWORDS LABORATORIES,SWORDS LABORATORIES,0,0,0.01,LOW
35749,6876,6876.0,461.5,461.5,Aurobindo Pharma Limited,Aurobindo Pharma Limited,103,1,0.445,MEDIUM
35788,62,62.0,1367.59,1367.59,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
35790,15435,15435.0,56180.34,56180.34,CIPLA LIMITED,CIPLA LIMITED,0,0,0.041,LOW
35808,3549,3549.0,3646.13,3646.13,CIPLA LIMITED,CIPLA LIMITED,14,1,0.719,HIGH
35813,225,225.0,1831.83,1831.83,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.001,LOW
35870,68,68.0,1571.76,1571.76,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.002,LOW
35896,3301,3301.0,5764.28,5764.28,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.073,LOW
35900,69,69.0,1626.1,1626.1,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.053,LOW
35904,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.009,LOW
35913,4008,4008.0,6121.39,6121.39,Aurobindo Pharma Limited,Aurobindo Pharma Limited,101,1,0.437,MEDIUM
35922,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
35951,"See ASN-24373 (ID#:16513)",1047.0,"See ASN-24373 (ID#:16513)",,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.01,LOW
35968,1400,1400.0,2859.58,2859.58,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.008,LOW
35975,"See ASN-15941 (ID#:30211)",1047.0,"See ASN-15941 (ID#:30211)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.021,LOW
35977,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.003,LOW
35983,255,255.0,6518.69,6518.69,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.004,LOW
36005,Weight Captured Separately,1047.0,Invoiced Separately,,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD,0,0,0.003,LOW
36019,73,73.0,1806.81,1806.81,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.033,LOW
36035,7500,7500.0,19116.64,19116.64,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.007,LOW
36053,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.063,LOW
36083,68,68.0,1305.28,1305.28,BIO-RAD LABORATORIES (FRANCE),BIO-RAD LABORATORIES (FRANCE),0,0,0.015,LOW
36147,"See ASN-32258 (ID#:29880)",1047.0,"See ASN-32258 (ID#:29880)",,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.006,LOW
36157,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.005,LOW
36162,1505,1505.0,2604.31,2604.31,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.005,LOW
36166,14,14.0,1101.91,1101.91,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
36172,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
36179,236,236.0,2215.13,2215.13,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.005,LOW
36203,1426,1426.0,33279.83,33279.83,"Orgenics, Ltd","Orgenics, Ltd",2,1,0.587,MEDIUM
36204,38,38.0,1347,1347.0,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.009,LOW
36209,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
36212,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.004,LOW
36219,5178,5178.0,14621.3,14621.3,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.143,LOW
36277,240,240.0,4355.7,4355.7,Orasure Technologies Inc.,Orasure Technologies Inc.,0,0,0.003,LOW
36298,170,170.0,4256.38,4256.38,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.001,LOW
36322,Weight Captured Separately,1047.0,Invoiced Separately,,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.056,LOW
36350,1028,1028.0,12609.89,12609.89,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.014,LOW
36411,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
36416,2180,2180.0,19328.2,19328.2,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.079,LOW
36431,3793,3793.0,8527.45,8527.45,CIPLA LIMITED,CIPLA LIMITED,48,1,0.489,MEDIUM
36443,"See ASN-26559 (ID#:15240)",1047.0,"See ASN-26559 (ID#:15240)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.023,LOW
36447,1321,1321.0,9726.53,9726.53,Aurobindo Pharma Limited,Aurobindo Pharma Limited,9,1,0.493,MEDIUM
36453,97,97.0,2542.17,2542.17,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.01,LOW
36464,2523,2523.0,4761.9,4761.9,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.012,LOW
36507,"See ASN-9407 (ID#:17697)",1047.0,"See ASN-9407 (ID#:17697)",,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.002,LOW
36530,2770,2770.0,26281.49,26281.49,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.049,LOW
36539,420,420.0,3900.39,3900.39,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.012,LOW
36541,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
36562,216,216.0,2698.28,2698.28,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.016,LOW
36592,532,532.0,14423.28,14423.28,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.041,LOW
36596,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
36603,730,730.0,1338.19,1338.19,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.044,LOW
36617,"See ASN-30941 (ID#:32306)",1047.0,"See ASN-30941 (ID#:32306)",,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.002,LOW
36641,781,781.0,9914.59,9914.59,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.031,LOW
36643,458,458.0,1697.9,1697.9,Aurobindo Pharma Limited,Aurobindo Pharma Limited,84,1,0.149,LOW
36654,5,5.0,41,41.0,ASPEN PHARMACARE,ASPEN PHARMACARE,0,0,0.025,LOW
36661,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.005,LOW
36679,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.009,LOW
36710,32,32.0,1136.31,1136.31,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
36717,706,706.0,6150.75,6150.75,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.004,LOW
36758,55,55.0,1276.53,1276.53,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.002,LOW
36773,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
36784,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
36785,Weight Captured Separately,1047.0,Invoiced Separately,,CIPLA LIMITED,CIPLA LIMITED,0,0,0.011,LOW
36810,1198,1198.0,13543.63,13543.63,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.121,LOW
36816,6,6.0,941.74,941.74,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.026,LOW
36842,3778,3778.0,59767.71,59767.71,"Orgenics, Ltd","Orgenics, Ltd",-11,0,0.076,LOW
36868,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,INTERNATIONAL HEALTHCARE DISTRIBUTORS,INTERNATIONAL HEALTHCARE DISTRIBUTORS,0,0,0.002,LOW
36871,"See ASN-17696 (ID#:31712)",1047.0,"See ASN-17696 (ID#:31712)",,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.003,LOW
36880,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.015,LOW
36890,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.003,LOW
36892,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.059,LOW
36913,500,500.0,5255.14,5255.14,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.002,LOW
36922,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.007,LOW
36936,1479,1479.0,15519.77,15519.77,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.093,LOW
36969,389,389.0,9674.88,9674.88,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.007,LOW
36978,71,71.0,990.04,990.04,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.008,LOW
37031,2998,2998.0,4531.29,4531.29,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.024,LOW
37037,4601,4601.0,28788.73,28788.73,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.018,LOW
37040,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.044,LOW
37052,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
37068,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
37076,Weight Captured Separately,1047.0,Invoiced Separately,,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.007,LOW
37087,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
37089,5051,5051.0,37744.27,37744.27,THE MEDICAL EXPORT GROUP BV,THE MEDICAL EXPORT GROUP BV,0,0,0.087,LOW
37140,"See ASN-10816 (ID#:28664)",1047.0,"See ASN-10816 (ID#:28664)",,Hoffmann-La Roche ltd Basel,Hoffmann-La Roche ltd Basel,0,0,0.006,LOW
37152,25,25.0,915.09,915.09,EMCURE PHARMACEUTICALS LTD,EMCURE PHARMACEUTICALS LTD,0,0,0.001,LOW
37157,55,55.0,3267.66,3267.66,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.004,LOW
37177,3458,3458.0,3787.72,3787.72,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.181,LOW
37251,1,1.0,137.5,137.5,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.0,LOW
37277,180,180.0,1773.7,1773.7,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.004,LOW
37324,24556,24556.0,146850.66,146850.66,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.008,LOW
37334,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.002,LOW
37362,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
37379,66,66.0,1572.92,1572.92,CIPLA LIMITED,CIPLA LIMITED,0,0,0.003,LOW
37410,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
37416,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.003,LOW
37417,40,40.0,771.88,771.88,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.0,LOW
37452,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.005,LOW
37470,"See ASN-31750 (ID#:19272)",1047.0,"See ASN-31750 (ID#:19272)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.001,LOW
37475,876,876.0,2183.92,2183.92,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.01,LOW
37481,1136,1136.0,49573.62,49573.62,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.059,LOW
37487,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.006,LOW
37489,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.045,LOW
37496,88,88.0,1088.93,1088.93,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
37506,1010,1010.0,5417.87,5417.87,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.023,LOW
37519,"See ASN-9945 (ID#:28542)",1047.0,"See ASN-9945 (ID#:28542)",,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.224,LOW
37526,568,568.0,1646.5,1646.5,MICRO LABS LIMITED,MICRO LABS LIMITED,0,0,0.009,LOW
37531,1205,1205.0,3283.62,3283.62,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.056,LOW
37578,1038,1038.0,3360.75,3360.75,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","CHEMBIO DIAGNOSTIC SYSTEMS, INC.",0,0,0.033,LOW
37612,4528,4528.0,25189.51,25189.51,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.169,LOW
37624,"See ASN-32231 (ID#:13648)",1047.0,"See ASN-32231 (ID#:13648)",,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.037,LOW
37650,1257,1257.0,22837.98,22837.98,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.03,LOW
37664,1186,1186.0,24927.19,24927.19,"Orgenics, Ltd","Orgenics, Ltd",1,1,0.494,MEDIUM
37720,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.001,LOW
37752,"See ASN-31750 (ID#:19272)",1047.0,"See ASN-31750 (ID#:19272)",,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
37753,1483,1483.0,11346.48,11346.48,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.007,LOW
37775,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,S. BUYS WHOLESALER,S. BUYS WHOLESALER,0,0,0.068,LOW
37820,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
37829,"See ASN-23182 (ID#:16967)",1047.0,"See ASN-23182 (ID#:16967)",,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.013,LOW
37835,18667,18667.0,289653.2,289653.2,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",0,0,0.007,LOW
37868,1301,1301.0,5664.49,5664.49,STRIDES ARCOLAB LIMITED,STRIDES ARCOLAB LIMITED,0,0,0.077,LOW
37872,1485,1485.0,2702.63,2702.63,CIPLA LIMITED,CIPLA LIMITED,0,0,0.012,LOW
37887,4141,4141.0,5404.34,5404.34,CIPLA LIMITED,CIPLA LIMITED,86,1,0.561,MEDIUM
37924,113,113.0,1661.01,1661.01,"Trinity Biotech, Plc","Trinity Biotech, Plc",0,0,0.0,LOW
37925,2131,2131.0,5886.9,5886.9,Aurobindo Pharma Limited,Aurobindo Pharma Limited,-20,0,0.031,LOW
37960,1374,1374.0,21730.49,21730.49,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.029,LOW
37963,2113,2113.0,10784.69,10784.69,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.017,LOW
37979,1374,1374.0,15593.13,15593.13,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.029,LOW
37987,338,338.0,6147.09,6147.09,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.149,LOW
37994,169,169.0,4498.98,4498.98,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.026,LOW
37997,5089,5089.0,31318.31,31318.31,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),0,0,0.017,LOW
38021,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.001,LOW
38045,134,134.0,1987.82,1987.82,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.026,LOW
38095,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
38099,14925,14925.0,22100.46,22100.46,HETERO LABS LIMITED,HETERO LABS LIMITED,0,0,0.058,LOW
38111,1652,1652.0,7172.9,7172.9,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),0,0,0.009,LOW
38120,2145,2145.0,17858.68,17858.68,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.035,LOW
38157,539,539.0,10925.46,10925.46,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.03,LOW
38183,831,831.0,9254.06,9254.06,"Standard Diagnostics, Inc.","Standard Diagnostics, Inc.",0,0,0.026,LOW
38192,1186,1186.0,24927.19,24927.19,"Orgenics, Ltd","Orgenics, Ltd",-1,0,0.494,MEDIUM
38237,2124,2124.0,40520.83,40520.83,"Orgenics, Ltd","Orgenics, Ltd",0,0,0.06,LOW
38243,Weight Captured Separately,1047.0,Freight Included in Commodity Cost,,PHARMACY DIRECT,PHARMACY DIRECT,0,0,0.0,LOW
38247,16,16.0,693.16,693.16,Aurobindo Pharma Limited,Aurobindo Pharma Limited,0,0,0.01,LOW
